HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	Ensembl gene ID
HGNC:12338	Approved	TRPC6	transient receptor potential cation channel subfamily C member 6	7225	ENSG00000137672
HGNC:20754	Approved	TRPC7	transient receptor potential cation channel subfamily C member 7	57113	ENSG00000069018
HGNC:7146	Approved	TRPM1	transient receptor potential cation channel subfamily M member 1	4308	ENSG00000134160
HGNC:12339	Approved	TRPM2	transient receptor potential cation channel subfamily M member 2	7226	ENSG00000142185
HGNC:17992	Approved	TRPM3	transient receptor potential cation channel subfamily M member 3	80036	ENSG00000083067
HGNC:17993	Approved	TRPM4	transient receptor potential cation channel subfamily M member 4	54795	ENSG00000130529
HGNC:14323	Approved	TRPM5	transient receptor potential cation channel subfamily M member 5	29850	ENSG00000070985
HGNC:17995	Approved	TRPM6	transient receptor potential cation channel subfamily M member 6	140803	ENSG00000119121
HGNC:17994	Approved	TRPM7	transient receptor potential cation channel subfamily M member 7	54822	ENSG00000092439
HGNC:17961	Approved	TRPM8	transient receptor potential cation channel subfamily M member 8	79054	ENSG00000144481
HGNC:12340	Approved	TRPS1	transcriptional repressor GATA binding 1	7227	ENSG00000104447
HGNC:20316	Approved	TRPT1	tRNA phosphotransferase 1	83707	ENSG00000149743
HGNC:12716	Approved	TRPV1	transient receptor potential cation channel subfamily V member 1	7442	ENSG00000196689
HGNC:18082	Approved	TRPV2	transient receptor potential cation channel subfamily V member 2	51393	ENSG00000187688
HGNC:18084	Approved	TRPV3	transient receptor potential cation channel subfamily V member 3	162514	ENSG00000167723
HGNC:18083	Approved	TRPV4	transient receptor potential cation channel subfamily V member 4	59341	ENSG00000111199
HGNC:3145	Approved	TRPV5	transient receptor potential cation channel subfamily V member 5	56302	ENSG00000127412
HGNC:14006	Approved	TRPV6	transient receptor potential cation channel subfamily V member 6	55503	ENSG00000165125
HGNC:12347	Approved	TRRAP	transformation/transcription domain associated protein	8295	ENSG00000196367
HGNC:16060	Approved	TRUB1	TruB pseudouridine synthase family member 1	142940	ENSG00000165832
HGNC:17170	Approved	TRUB2	TruB pseudouridine synthase family member 2	26995	ENSG00000167112
HGNC:30636	Approved	TSACC	TSSK6 activating cochaperone	128229	ENSG00000163467
HGNC:13922	Approved	TSBP1	testis expressed basic protein 1	10665	ENSG00000204296
HGNC:12362	Approved	TSC1	TSC complex subunit 1	7248	ENSG00000165699
HGNC:12363	Approved	TSC2	TSC complex subunit 2	7249	ENSG00000103197
HGNC:16826	Approved	TSC22D1	TSC22 domain family member 1	8848	ENSG00000102804
HGNC:29095	Approved	TSC22D2	TSC22 domain family member 2	9819	ENSG00000196428
HGNC:21696	Approved	TSC22D4	TSC22 domain family member 4	81628	ENSG00000166925
HGNC:28422	Approved	TSEN2	tRNA splicing endonuclease subunit 2	80746	ENSG00000154743
HGNC:16791	Approved	TSEN15	tRNA splicing endonuclease subunit 15	116461	ENSG00000198860
HGNC:15506	Approved	TSEN34	tRNA splicing endonuclease subunit 34	79042	ENSG00000170892
HGNC:27561	Approved	TSEN54	tRNA splicing endonuclease subunit 54	283989	ENSG00000182173
HGNC:12367	Approved	TSFM	Ts translation elongation factor, mitochondrial	10102	ENSG00000123297
HGNC:15971	Approved	TSG101	tumor susceptibility 101	7251	ENSG00000074319
HGNC:14927	Approved	TSGA10	testis specific 10	80705	ENSG00000135951
HGNC:26555	Approved	TSGA10IP	testis specific 10 interacting protein	254187	ENSG00000175513
HGNC:12369	Approved	TSGA13	testis specific 13	114960	ENSG00000213265
HGNC:12372	Approved	TSHB	thyroid stimulating hormone subunit beta	7252	ENSG00000134200
HGNC:12373	Approved	TSHR	thyroid stimulating hormone receptor	7253	ENSG00000165409
HGNC:10669	Approved	TSHZ1	teashirt zinc finger homeobox 1	10194	ENSG00000179981
HGNC:13010	Approved	TSHZ2	teashirt zinc finger homeobox 2	128553	ENSG00000182463
HGNC:30700	Approved	TSHZ3	teashirt zinc finger homeobox 3	57616	ENSG00000121297
HGNC:30719	Approved	TSKS	testis specific serine kinase substrate	60385	ENSG00000126467
HGNC:28850	Approved	TSKU	tsukushi, small leucine rich proteoglycan	25987	ENSG00000182704
HGNC:30743	Approved	TSLP	thymic stromal lymphopoietin	85480	ENSG00000145777
HGNC:12379	Approved	TSN	translin	7247	ENSG00000211460
HGNC:26437	Approved	TSNARE1	t-SNARE domain containing 1	203062	ENSG00000171045
HGNC:12380	Approved	TSNAX	translin associated factor X	7257	ENSG00000116918
HGNC:18586	Approved	TSNAXIP1	translin associated factor X interacting protein 1	55815	ENSG00000102904
HGNC:20657	Approved	TSPAN1	tetraspanin 1	10103	ENSG00000117472
HGNC:20659	Approved	TSPAN2	tetraspanin 2	10100	ENSG00000134198
HGNC:17752	Approved	TSPAN3	tetraspanin 3	10099	ENSG00000140391
HGNC:11859	Approved	TSPAN4	tetraspanin 4	7106	ENSG00000214063
HGNC:17753	Approved	TSPAN5	tetraspanin 5	10098	ENSG00000168785
HGNC:11855	Approved	TSPAN8	tetraspanin 8	7103	ENSG00000127324
HGNC:21640	Approved	TSPAN9	tetraspanin 9	10867	ENSG00000011105
HGNC:29942	Approved	TSPAN10	tetraspanin 10	83882	ENSG00000182612
HGNC:30795	Approved	TSPAN11	tetraspanin 11	441631	ENSG00000110900
HGNC:21641	Approved	TSPAN12	tetraspanin 12	23554	ENSG00000106025
HGNC:21643	Approved	TSPAN13	tetraspanin 13	27075	ENSG00000106537
HGNC:23303	Approved	TSPAN14	tetraspanin 14	81619	ENSG00000108219
HGNC:23298	Approved	TSPAN15	tetraspanin 15	23555	ENSG00000099282
HGNC:30725	Approved	TSPAN16	tetraspanin 16	26526	ENSG00000130167
HGNC:13594	Approved	TSPAN17	tetraspanin 17	26262	ENSG00000048140
HGNC:20660	Approved	TSPAN18	tetraspanin 18	90139	ENSG00000157570
HGNC:31886	Approved	TSPAN19	tetraspanin 19	144448	ENSG00000231738
HGNC:10539	Approved	TSPAN31	tetraspanin 31	6302	ENSG00000135452
HGNC:13410	Approved	TSPAN32	tetraspanin 32	10077	ENSG00000064201
HGNC:28743	Approved	TSPAN33	tetraspanin 33	340348	ENSG00000158457
HGNC:1268	Approved	TSPEAR	thrombospondin type laminin G domain and EAR repeats	54084	ENSG00000175894
HGNC:1158	Approved	TSPO	translocator protein	706	ENSG00000100300
HGNC:21256	Approved	TSPO2	translocator protein 2	222642	ENSG00000112212
HGNC:16831	Approved	TSPOAP1	TSPO associated protein 1	9256	ENSG00000005379
HGNC:12382	Approved	TSPYL1	TSPY like 1	7259	ENSG00000189241
HGNC:21559	Approved	TSPYL4	TSPY like 4	23270	ENSG00000187189
HGNC:29367	Approved	TSPYL5	TSPY like 5	85453	ENSG00000180543
HGNC:14521	Approved	TSPYL6	TSPY like 6	388951	ENSG00000178021
HGNC:25542	Approved	TSR1	TSR1 ribosome maturation factor	55720	ENSG00000167721
HGNC:14175	Approved	TSR3	TSR3 ribosome maturation factor	115939	ENSG00000007520
HGNC:12386	Approved	TSSC4	tumor suppressing subtransferable candidate 4	10078	ENSG00000184281
HGNC:14968	Approved	TSSK1B	testis specific serine kinase 1B	83942	ENSG00000212122
HGNC:11401	Approved	TSSK2	testis specific serine kinase 2	23617	ENSG00000206203
HGNC:15473	Approved	TSSK3	testis specific serine kinase 3	81629	ENSG00000162526
HGNC:19825	Approved	TSSK4	testis specific serine kinase 4	283629	ENSG00000139908
HGNC:30410	Approved	TSSK6	testis specific serine kinase 6	83983	ENSG00000178093
HGNC:12388	Approved	TST	thiosulfate sulfurtransferase	7263	ENSG00000128311
HGNC:35410	Approved	TSTD1	thiosulfate sulfurtransferase like domain containing 1	100131187	ENSG00000215845
HGNC:30087	Approved	TSTD2	thiosulfate sulfurtransferase like domain containing 2	158427	ENSG00000136925
HGNC:40910	Approved	TSTD3	thiosulfate sulfurtransferase like domain containing 3	100130890	ENSG00000279170
HGNC:19140	Approved	TTBK1	tau tubulin kinase 1	84630	ENSG00000146216
HGNC:19141	Approved	TTBK2	tau tubulin kinase 2	146057	ENSG00000128881
HGNC:12391	Approved	TTC1	tetratricopeptide repeat domain 1	7265	ENSG00000113312
HGNC:12393	Approved	TTC3	tetratricopeptide repeat domain 3	7267	ENSG00000182670
HGNC:12394	Approved	TTC4	tetratricopeptide repeat domain 4	7268	ENSG00000243725
HGNC:19274	Approved	TTC5	tetratricopeptide repeat domain 5	91875	ENSG00000136319
HGNC:19739	Approved	TTC6	tetratricopeptide repeat domain 6	319089	ENSG00000139865
HGNC:19750	Approved	TTC7A	tetratricopeptide repeat domain 7A	57217	ENSG00000068724
HGNC:19858	Approved	TTC7B	tetratricopeptide repeat domain 7B	145567	ENSG00000165914
HGNC:20087	Approved	TTC8	tetratricopeptide repeat domain 8	123016	ENSG00000165533
HGNC:20267	Approved	TTC9	tetratricopeptide repeat domain 9	23508	ENSG00000133985
HGNC:26395	Approved	TTC9B	tetratricopeptide repeat domain 9B	148014	ENSG00000174521
HGNC:28432	Approved	TTC9C	tetratricopeptide repeat domain 9C	283237	ENSG00000162222
HGNC:23700	Approved	TTC12	tetratricopeptide repeat domain 12	54970	ENSG00000149292
HGNC:26204	Approved	TTC13	tetratricopeptide repeat domain 13	79573	ENSG00000143643
HGNC:24697	Approved	TTC14	tetratricopeptide repeat domain 14	151613	ENSG00000163728
HGNC:26536	Approved	TTC16	tetratricopeptide repeat domain 16	158248	ENSG00000167094
HGNC:25596	Approved	TTC17	tetratricopeptide repeat domain 17	55761	ENSG00000052841
HGNC:26006	Approved	TTC19	tetratricopeptide repeat domain 19	54902	ENSG00000011295
HGNC:30761	Approved	TTC21A	tetratricopeptide repeat domain 21A	199223	ENSG00000168026
HGNC:25660	Approved	TTC21B	tetratricopeptide repeat domain 21B	79809	ENSG00000123607
HGNC:26067	Approved	TTC22	tetratricopeptide repeat domain 22	55001	ENSG00000006555
HGNC:25730	Approved	TTC23	tetratricopeptide repeat domain 23	64927	ENSG00000103852
HGNC:26355	Approved	TTC23L	tetratricopeptide repeat domain 23 like	153657	ENSG00000205838
HGNC:32348	Approved	TTC24	tetratricopeptide repeat domain 24	164118	ENSG00000187862
HGNC:25280	Approved	TTC25	tetratricopeptide repeat domain 25	83538	ENSG00000204815
HGNC:21882	Approved	TTC26	tetratricopeptide repeat domain 26	79989	ENSG00000105948
HGNC:25986	Approved	TTC27	tetratricopeptide repeat domain 27	55622	ENSG00000018699
HGNC:29179	Approved	TTC28	tetratricopeptide repeat domain 28	23331	ENSG00000100154
HGNC:29936	Approved	TTC29	tetratricopeptide repeat domain 29	83894	ENSG00000137473
HGNC:25853	Approved	TTC30A	tetratricopeptide repeat domain 30A	92104	ENSG00000197557
HGNC:26425	Approved	TTC30B	tetratricopeptide repeat domain 30B	150737	ENSG00000196659
HGNC:25759	Approved	TTC31	tetratricopeptide repeat domain 31	64427	ENSG00000115282
HGNC:32954	Approved	TTC32	tetratricopeptide repeat domain 32	130502	ENSG00000183891
HGNC:29959	Approved	TTC33	tetratricopeptide repeat domain 33	23548	ENSG00000113638
HGNC:34297	Approved	TTC34	tetratricopeptide repeat domain 34	100287898	ENSG00000215912
HGNC:33708	Approved	TTC36	tetratricopeptide repeat domain 36	143941	ENSG00000172425
HGNC:23639	Approved	TTC37	tetratricopeptide repeat domain 37	9652	ENSG00000198677
HGNC:26082	Approved	TTC38	tetratricopeptide repeat domain 38	55020	ENSG00000075234
HGNC:18657	Approved	TTC39A	tetratricopeptide repeat domain 39A	22996	ENSG00000085831
HGNC:23704	Approved	TTC39B	tetratricopeptide repeat domain 39B	158219	ENSG00000155158
HGNC:26595	Approved	TTC39C	tetratricopeptide repeat domain 39C	125488	ENSG00000168234
HGNC:12397	Approved	TTF1	transcription termination factor 1	7270	ENSG00000125482
HGNC:12398	Approved	TTF2	transcription termination factor 2	8458	ENSG00000116830
HGNC:29029	Approved	TTI1	TELO2 interacting protein 1	9675	ENSG00000101407
HGNC:26262	Approved	TTI2	TELO2 interacting protein 2	80185	ENSG00000129696
HGNC:12401	Approved	TTK	TTK protein kinase	7272	ENSG00000112742
HGNC:21586	Approved	TTL	tubulin tyrosine ligase	150465	ENSG00000114999
HGNC:1312	Approved	TTLL1	tubulin tyrosine ligase like 1	25809	ENSG00000100271
HGNC:21211	Approved	TTLL2	tubulin tyrosine ligase like 2	83887	ENSG00000120440
HGNC:24483	Approved	TTLL3	tubulin tyrosine ligase like 3	26140	ENSG00000214021
HGNC:28976	Approved	TTLL4	tubulin tyrosine ligase like 4	9654	ENSG00000135912
HGNC:19963	Approved	TTLL5	tubulin tyrosine ligase like 5	23093	ENSG00000119685
HGNC:26664	Approved	TTLL6	tubulin tyrosine ligase like 6	284076	ENSG00000170703
HGNC:26242	Approved	TTLL7	tubulin tyrosine ligase like 7	79739	ENSG00000137941
HGNC:34000	Approved	TTLL8	tubulin tyrosine ligase like 8	164714	ENSG00000138892
HGNC:16118	Approved	TTLL9	tubulin tyrosine ligase like 9	164395	ENSG00000131044
HGNC:26693	Approved	TTLL10	tubulin tyrosine ligase like 10	254173	ENSG00000162571
HGNC:18113	Approved	TTLL11	tubulin tyrosine ligase like 11	158135	ENSG00000175764
HGNC:28974	Approved	TTLL12	tubulin tyrosine ligase like 12	23170	ENSG00000100304
HGNC:12403	Approved	TTN	titin	7273	ENSG00000155657
HGNC:12404	Approved	TTPA	alpha tocopherol transfer protein	7274	ENSG00000137561
HGNC:16114	Approved	TTPAL	alpha tocopherol transfer protein like	79183	ENSG00000124120
HGNC:12405	Approved	TTR	transthyretin	7276	ENSG00000118271
HGNC:13476	Approved	TTYH1	tweety family member 1	57348	ENSG00000167614
HGNC:13877	Approved	TTYH2	tweety family member 2	94015	ENSG00000141540
HGNC:22222	Approved	TTYH3	tweety family member 3	80727	ENSG00000136295
HGNC:12406	Approved	TUB	TUB bipartite transcription factor	7275	ENSG00000166402
HGNC:20766	Approved	TUBA1A	tubulin alpha 1a	7846	ENSG00000167552
HGNC:18809	Approved	TUBA1B	tubulin alpha 1b	10376	ENSG00000123416
HGNC:20768	Approved	TUBA1C	tubulin alpha 1c	84790	ENSG00000167553
HGNC:12408	Approved	TUBA3C	tubulin alpha 3c	7278	ENSG00000198033
HGNC:24071	Approved	TUBA3D	tubulin alpha 3d	113457	ENSG00000075886
HGNC:20765	Approved	TUBA3E	tubulin alpha 3e	112714	ENSG00000152086
HGNC:12407	Approved	TUBA4A	tubulin alpha 4a	7277	ENSG00000127824
HGNC:18637	Approved	TUBA4B	tubulin alpha 4b	80086	ENSG00000243910
HGNC:12410	Approved	TUBA8	tubulin alpha 8	51807	ENSG00000183785
HGNC:23534	Approved	TUBAL3	tubulin alpha like 3	79861	ENSG00000178462
HGNC:20778	Approved	TUBB	tubulin beta class I	203068	ENSG00000196230
HGNC:16257	Approved	TUBB1	tubulin beta 1 class VI	81027	ENSG00000101162
HGNC:12412	Approved	TUBB2A	tubulin beta 2A class IIa	7280	ENSG00000137267
HGNC:30829	Approved	TUBB2B	tubulin beta 2B class IIb	347733	ENSG00000137285
HGNC:20772	Approved	TUBB3	tubulin beta 3 class III	10381	ENSG00000258947
HGNC:20774	Approved	TUBB4A	tubulin beta 4A class IVa	10382	ENSG00000104833
HGNC:20771	Approved	TUBB4B	tubulin beta 4B class IVb	10383	ENSG00000188229
HGNC:20776	Approved	TUBB6	tubulin beta 6 class V	84617	ENSG00000176014
HGNC:20773	Approved	TUBB8	tubulin beta 8 class VIII	347688	ENSG00000261456
HGNC:24983	Approved	TUBB8B	tubulin beta 8B	260334	ENSG00000173213
HGNC:16811	Approved	TUBD1	tubulin delta 1	51174	ENSG00000108423
HGNC:20775	Approved	TUBE1	tubulin epsilon 1	51175	ENSG00000074935
HGNC:12417	Approved	TUBG1	tubulin gamma 1	7283	ENSG00000131462
HGNC:12419	Approved	TUBG2	tubulin gamma 2	27175	ENSG00000037042
HGNC:18599	Approved	TUBGCP2	tubulin gamma complex associated protein 2	10844	ENSG00000130640
HGNC:18598	Approved	TUBGCP3	tubulin gamma complex associated protein 3	10426	ENSG00000126216
HGNC:16691	Approved	TUBGCP4	tubulin gamma complex associated protein 4	27229	ENSG00000137822
HGNC:18600	Approved	TUBGCP5	tubulin gamma complex associated protein 5	114791	ENSG00000275835
HGNC:18127	Approved	TUBGCP6	tubulin gamma complex associated protein 6	85378	ENSG00000128159
HGNC:12420	Approved	TUFM	Tu translation elongation factor, mitochondrial	7284	ENSG00000178952
HGNC:12422	Approved	TUFT1	tuftelin 1	7286	ENSG00000143367
HGNC:12423	Approved	TULP1	TUB like protein 1	7287	ENSG00000112041
HGNC:12424	Approved	TULP2	TUB like protein 2	7288	ENSG00000104804
HGNC:12425	Approved	TULP3	TUB like protein 3	7289	ENSG00000078246
HGNC:15530	Approved	TULP4	TUB like protein 4	56995	ENSG00000130338
HGNC:31010	Approved	TUSC1	tumor suppressor candidate 1	286319	ENSG00000198680
HGNC:17034	Approved	TUSC2	tumor suppressor 2, mitochondrial calcium regulator	11334	ENSG00000114383
HGNC:30242	Approved	TUSC3	tumor suppressor candidate 3	7991	ENSG00000104723
HGNC:26184	Approved	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	64852	ENSG00000149016
HGNC:28981	Approved	TUT4	terminal uridylyl transferase 4	23318	ENSG00000134744
HGNC:25817	Approved	TUT7	terminal uridylyl transferase 7	79670	ENSG00000083223
HGNC:20398	Approved	TVP23A	trans-golgi network vesicle protein 23 homolog A	780776	ENSG00000166676
HGNC:20399	Approved	TVP23B	trans-golgi network vesicle protein 23 homolog B	51030	ENSG00000171928
HGNC:30453	Approved	TVP23C	trans-golgi network vesicle protein 23 homolog C	201158	ENSG00000175106
HGNC:9620	Approved	TWF1	twinfilin actin binding protein 1	5756	ENSG00000151239
HGNC:9621	Approved	TWF2	twinfilin actin binding protein 2	11344	ENSG00000247596
HGNC:12428	Approved	TWIST1	twist family bHLH transcription factor 1	7291	ENSG00000122691
HGNC:20670	Approved	TWIST2	twist family bHLH transcription factor 2	117581	ENSG00000233608
HGNC:1160	Approved	TWNK	twinkle mtDNA helicase	56652	ENSG00000107815
HGNC:12429	Approved	TWSG1	twisted gastrulation BMP signaling modulator 1	57045	ENSG00000128791
HGNC:12434	Approved	TXK	TXK tyrosine kinase	7294	ENSG00000074966
HGNC:30685	Approved	TXLNA	taxilin alpha	200081	ENSG00000084652
HGNC:21617	Approved	TXLNB	taxilin beta	167838	ENSG00000164440
HGNC:12435	Approved	TXN	thioredoxin	7295	ENSG00000136810
HGNC:17772	Approved	TXN2	thioredoxin 2	25828	ENSG00000100348
HGNC:16470	Approved	TXNDC2	thioredoxin domain containing 2	84203	ENSG00000168454
HGNC:21073	Approved	TXNDC5	thioredoxin domain containing 5	81567	ENSG00000239264
HGNC:31454	Approved	TXNDC8	thioredoxin domain containing 8	255220	ENSG00000204193
HGNC:24110	Approved	TXNDC9	thioredoxin domain containing 9	10190	ENSG00000115514
HGNC:28030	Approved	TXNDC11	thioredoxin domain containing 11	51061	ENSG00000153066
HGNC:24626	Approved	TXNDC12	thioredoxin domain containing 12	51060	ENSG00000117862
HGNC:20652	Approved	TXNDC15	thioredoxin domain containing 15	79770	ENSG00000113621
HGNC:19965	Approved	TXNDC16	thioredoxin domain containing 16	57544	ENSG00000087301
HGNC:28218	Approved	TXNDC17	thioredoxin domain containing 17	84817	ENSG00000129235
HGNC:16952	Approved	TXNIP	thioredoxin interacting protein	10628	ENSG00000265972
HGNC:12436	Approved	TXNL1	thioredoxin like 1	9352	ENSG00000091164
HGNC:30551	Approved	TXNL4A	thioredoxin like 4A	10907	ENSG00000141759
HGNC:26041	Approved	TXNL4B	thioredoxin like 4B	54957	ENSG00000140830
HGNC:12437	Approved	TXNRD1	thioredoxin reductase 1	7296	ENSG00000198431
HGNC:18155	Approved	TXNRD2	thioredoxin reductase 2	10587	ENSG00000184470
HGNC:20667	Approved	TXNRD3	thioredoxin reductase 3	114112	ENSG00000197763
HGNC:12440	Approved	TYK2	tyrosine kinase 2	7297	ENSG00000105397
HGNC:3148	Approved	TYMP	thymidine phosphorylase	1890	ENSG00000025708
HGNC:12441	Approved	TYMS	thymidylate synthetase	7298	ENSG00000176890
HGNC:12442	Approved	TYR	tyrosinase	7299	ENSG00000077498
HGNC:12446	Approved	TYRO3	TYRO3 protein tyrosine kinase	7301	ENSG00000092445
HGNC:12449	Approved	TYROBP	transmembrane immune signaling adaptor TYROBP	7305	ENSG00000011600
HGNC:12450	Approved	TYRP1	tyrosinase related protein 1	7306	ENSG00000107165
HGNC:28531	Approved	TYSND1	trypsin like peroxisomal matrix peptidase 1	219743	ENSG00000156521
HGNC:25598	Approved	TYW1	tRNA-yW synthesizing protein 1 homolog	55253	ENSG00000198874
HGNC:33908	Approved	TYW1B	tRNA-yW synthesizing protein 1 homolog B	441250	ENSG00000277149
HGNC:24757	Approved	TYW3	tRNA-yW synthesizing protein 3 homolog	127253	ENSG00000162623
HGNC:26754	Approved	TYW5	tRNA-yW synthesizing protein 5	129450	ENSG00000162971
HGNC:12453	Approved	U2AF1	U2 small nuclear RNA auxiliary factor 1	7307	ENSG00000160201
HGNC:23020	Approved	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	199746	ENSG00000161265
HGNC:51830	Approved	U2AF1L5	U2 small nuclear RNA auxiliary factor 1 like 5	102724594	ENSG00000275895
HGNC:23156	Approved	U2AF2	U2 small nuclear RNA auxiliary factor 2	11338	ENSG00000063244
HGNC:30855	Approved	U2SURP	U2 snRNP associated SURP domain containing	23350	ENSG00000163714
HGNC:15947	Approved	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	55075	ENSG00000137831
HGNC:12457	Approved	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	6675	ENSG00000117143
HGNC:28082	Approved	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	91373	ENSG00000197355
HGNC:30661	Approved	UBA2	ubiquitin like modifier activating enzyme 2	10054	ENSG00000126261
HGNC:12470	Approved	UBA3	ubiquitin like modifier activating enzyme 3	9039	ENSG00000144744
HGNC:23230	Approved	UBA5	ubiquitin like modifier activating enzyme 5	79876	ENSG00000081307
HGNC:25581	Approved	UBA6	ubiquitin like modifier activating enzyme 6	55236	ENSG00000033178
HGNC:12471	Approved	UBA7	ubiquitin like modifier activating enzyme 7	7318	ENSG00000182179
HGNC:12458	Approved	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	7311	ENSG00000221983
HGNC:30221	Approved	UBAC1	UBA domain containing 1	10422	ENSG00000130560
HGNC:20486	Approved	UBAC2	UBA domain containing 2	337867	ENSG00000134882
HGNC:29576	Approved	UBALD1	UBA like domain containing 1	124402	ENSG00000153443
HGNC:28438	Approved	UBALD2	UBA like domain containing 2	283991	ENSG00000185262
HGNC:12461	Approved	UBAP1	ubiquitin associated protein 1	51271	ENSG00000165006
HGNC:40028	Approved	UBAP1L	ubiquitin associated protein 1 like	390595	ENSG00000246922
HGNC:14185	Approved	UBAP2	ubiquitin associated protein 2	55833	ENSG00000137073
HGNC:29877	Approved	UBAP2L	ubiquitin associated protein 2 like	9898	ENSG00000143569
HGNC:12462	Approved	UBASH3A	ubiquitin associated and SH3 domain containing A	53347	ENSG00000160185
HGNC:29884	Approved	UBASH3B	ubiquitin associated and SH3 domain containing B	84959	ENSG00000154127
HGNC:12463	Approved	UBB	ubiquitin B	7314	ENSG00000170315
HGNC:12468	Approved	UBC	ubiquitin C	7316	ENSG00000150991
HGNC:18795	Approved	UBD	ubiquitin D	10537	ENSG00000213886
HGNC:12473	Approved	UBE2B	ubiquitin conjugating enzyme E2 B	7320	ENSG00000119048
HGNC:15937	Approved	UBE2C	ubiquitin conjugating enzyme E2 C	11065	ENSG00000175063
HGNC:12474	Approved	UBE2D1	ubiquitin conjugating enzyme E2 D1	7321	ENSG00000072401
HGNC:12475	Approved	UBE2D2	ubiquitin conjugating enzyme E2 D2	7322	ENSG00000131508
HGNC:12476	Approved	UBE2D3	ubiquitin conjugating enzyme E2 D3	7323	ENSG00000109332
HGNC:21647	Approved	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	51619	ENSG00000078967
HGNC:12477	Approved	UBE2E1	ubiquitin conjugating enzyme E2 E1	7324	ENSG00000170142
HGNC:12478	Approved	UBE2E2	ubiquitin conjugating enzyme E2 E2	7325	ENSG00000182247
HGNC:12479	Approved	UBE2E3	ubiquitin conjugating enzyme E2 E3	10477	ENSG00000170035
HGNC:12480	Approved	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	140739	ENSG00000184182
HGNC:12482	Approved	UBE2G1	ubiquitin conjugating enzyme E2 G1	7326	ENSG00000132388
HGNC:12483	Approved	UBE2G2	ubiquitin conjugating enzyme E2 G2	7327	ENSG00000184787
HGNC:12484	Approved	UBE2H	ubiquitin conjugating enzyme E2 H	7328	ENSG00000186591
HGNC:12485	Approved	UBE2I	ubiquitin conjugating enzyme E2 I	7329	ENSG00000103275
HGNC:17598	Approved	UBE2J1	ubiquitin conjugating enzyme E2 J1	51465	ENSG00000198833
HGNC:19268	Approved	UBE2J2	ubiquitin conjugating enzyme E2 J2	118424	ENSG00000160087
HGNC:4914	Approved	UBE2K	ubiquitin conjugating enzyme E2 K	3093	ENSG00000078140
HGNC:12488	Approved	UBE2L3	ubiquitin conjugating enzyme E2 L3	7332	ENSG00000185651
HGNC:13477	Approved	UBE2L5	ubiquitin conjugating enzyme E2 L5	171222	ENSG00000236444
HGNC:12490	Approved	UBE2L6	ubiquitin conjugating enzyme E2 L6	9246	ENSG00000156587
HGNC:12491	Approved	UBE2M	ubiquitin conjugating enzyme E2 M	9040	ENSG00000130725
HGNC:12492	Approved	UBE2N	ubiquitin conjugating enzyme E2 N	7334	ENSG00000177889
HGNC:29554	Approved	UBE2O	ubiquitin conjugating enzyme E2 O	63893	ENSG00000175931
HGNC:15698	Approved	UBE2Q1	ubiquitin conjugating enzyme E2 Q1	55585	ENSG00000160714
HGNC:19248	Approved	UBE2Q2	ubiquitin conjugating enzyme E2 Q2	92912	ENSG00000140367
HGNC:44656	Approved	UBE2Q2L	ubiquitin conjugating enzyme E2 Q2 like	100505679	ENSG00000259511
HGNC:37269	Approved	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1	134111	ENSG00000215218
HGNC:19907	Approved	UBE2R2	ubiquitin conjugating enzyme E2 R2	54926	ENSG00000107341
HGNC:17895	Approved	UBE2S	ubiquitin conjugating enzyme E2 S	27338	ENSG00000108106
HGNC:25009	Approved	UBE2T	ubiquitin conjugating enzyme E2 T	29089	ENSG00000077152
HGNC:28559	Approved	UBE2U	ubiquitin conjugating enzyme E2 U	148581	ENSG00000177414
HGNC:12494	Approved	UBE2V1	ubiquitin conjugating enzyme E2 V1	7335	ENSG00000244687
HGNC:12495	Approved	UBE2V2	ubiquitin conjugating enzyme E2 V2	7336	ENSG00000169139
HGNC:25616	Approved	UBE2W	ubiquitin conjugating enzyme E2 W	55284	ENSG00000104343
HGNC:25847	Approved	UBE2Z	ubiquitin conjugating enzyme E2 Z	65264	ENSG00000159202
HGNC:12496	Approved	UBE3A	ubiquitin protein ligase E3A	7337	ENSG00000114062
HGNC:13478	Approved	UBE3B	ubiquitin protein ligase E3B	89910	ENSG00000151148
HGNC:16803	Approved	UBE3C	ubiquitin protein ligase E3C	9690	ENSG00000009335
HGNC:21381	Approved	UBE3D	ubiquitin protein ligase E3D	90025	ENSG00000118420
HGNC:12499	Approved	UBE4A	ubiquitination factor E4A	9354	ENSG00000110344
HGNC:12500	Approved	UBE4B	ubiquitination factor E4B	10277	ENSG00000130939
HGNC:30565	Approved	UBFD1	ubiquitin family domain containing 1	56061	ENSG00000103353
HGNC:30791	Approved	UBIAD1	UbiA prenyltransferase domain containing 1	29914	ENSG00000120942
